GeneA_ID,GeneA_Name,GeneB_ID,GeneB_Name,ConfidenceScore,Source
ENSG00000116132.12,PRRX1,ENSG00000169436.18,COL22A1,151,STRING
ENSG00000116132.12,PRRX1,ENSG00000096968.14,JAK2,188,STRING
ENSG00000116132.12,PRRX1,ENSG00000107186.17,MPDZ,159,STRING
ENSG00000116132.12,PRRX1,ENSG00000164985.15,PSIP1,583,STRING
ENSG00000116132.12,PRRX1,ENSG00000178031.18,ADAMTSL1,157,STRING
ENSG00000116132.12,PRRX1,ENSG00000147889.18,CDKN2A,179,STRING
ENSG00000116132.12,PRRX1,ENSG00000120156.22,TEK,233,STRING
ENSG00000116132.12,PRRX1,ENSG00000174038.13,SPATA31G1,278,STRING
ENSG00000116132.12,PRRX1,ENSG00000196196.3,HRCT1,210,STRING
ENSG00000116132.12,PRRX1,ENSG00000119138.5,KLF9,173,STRING
ENSG00000116132.12,PRRX1,ENSG00000107372.13,ZFAND5,176,STRING
ENSG00000116132.12,PRRX1,ENSG00000180447.7,GAS1,282,STRING
ENSG00000116132.12,PRRX1,ENSG00000106809.11,OGN,199,STRING
ENSG00000116132.12,PRRX1,ENSG00000127083.8,OMD,200,STRING
ENSG00000116132.12,PRRX1,ENSG00000106819.13,ASPN,338,STRING
ENSG00000116132.12,PRRX1,ENSG00000106823.13,ECM2,151,STRING
ENSG00000116132.12,PRRX1,ENSG00000131668.14,BARX1,264,STRING
ENSG00000116132.12,PRRX1,ENSG00000148120.19,AOPEP,483,STRING
ENSG00000116132.12,PRRX1,ENSG00000204291.12,COL15A1,187,STRING
ENSG00000116132.12,PRRX1,ENSG00000106799.15,TGFBR1,292,STRING
ENSG00000116132.12,PRRX1,ENSG00000023318.9,ERP44,150,STRING
ENSG00000116132.12,PRRX1,ENSG00000165124.19,SVEP1,176,STRING
ENSG00000116132.12,PRRX1,ENSG00000198121.15,LPAR1,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000196739.15,COL27A1,150,STRING
ENSG00000116132.12,PRRX1,ENSG00000041982.17,TNC,226,STRING
ENSG00000116132.12,PRRX1,ENSG00000136859.10,ANGPTL2,266,STRING
ENSG00000116132.12,PRRX1,ENSG00000106991.15,ENG,236,STRING
ENSG00000116132.12,PRRX1,ENSG00000167157.11,PRRX2,227,STRING
ENSG00000116132.12,PRRX1,ENSG00000126883.19,NUP214,377,STRING
ENSG00000116132.12,PRRX1,ENSG00000186350.12,RXRA,166,STRING
ENSG00000116132.12,PRRX1,ENSG00000130635.17,COL5A1,367,STRING
ENSG00000116132.12,PRRX1,ENSG00000148400.13,NOTCH1,234,STRING
ENSG00000116132.12,PRRX1,ENSG00000269897.5,COMMD3-BMI1,192,STRING
ENSG00000116132.12,PRRX1,ENSG00000168267.7,PTF1A,230,STRING
ENSG00000116132.12,PRRX1,ENSG00000150051.14,MKX,219,STRING
ENSG00000116132.12,PRRX1,ENSG00000150093.20,ITGB1,184,STRING
ENSG00000116132.12,PRRX1,ENSG00000177283.8,FZD8,154,STRING
ENSG00000116132.12,PRRX1,ENSG00000107562.18,CXCL12,397,STRING
ENSG00000116132.12,PRRX1,ENSG00000274209.7,ANTXRL,153,STRING
ENSG00000116132.12,PRRX1,ENSG00000266524.3,GDF10,219,STRING
ENSG00000116132.12,PRRX1,ENSG00000150347.17,ARID5B,323,STRING
ENSG00000116132.12,PRRX1,ENSG00000138347.17,MYPN,158,STRING
ENSG00000116132.12,PRRX1,ENSG00000197467.17,COL13A1,151,STRING
ENSG00000116132.12,PRRX1,ENSG00000107779.16,BMPR1A,218,STRING
ENSG00000116132.12,PRRX1,ENSG00000171862.16,PTEN,195,STRING
ENSG00000116132.12,PRRX1,ENSG00000107796.14,ACTA2,397,STRING
ENSG00000116132.12,PRRX1,ENSG00000165841.11,CYP2C19,186,STRING
ENSG00000116132.12,PRRX1,ENSG00000119919.12,NKX2-3,179,STRING
ENSG00000116132.12,PRRX1,ENSG00000075891.24,PAX2,186,STRING
ENSG00000116132.12,PRRX1,ENSG00000107815.10,TWNK,163,STRING
ENSG00000116132.12,PRRX1,ENSG00000107807.13,TLX1,191,STRING
ENSG00000116132.12,PRRX1,ENSG00000107831.14,FGF8,550,STRING
ENSG00000116132.12,PRRX1,ENSG00000107954.11,NEURL1,368,STRING
ENSG00000116132.12,PRRX1,ENSG00000107957.17,SH3PXD2A,219,STRING
ENSG00000116132.12,PRRX1,ENSG00000148700.15,ADD3,497,STRING
ENSG00000116132.12,PRRX1,ENSG00000170370.12,EMX2,156,STRING
ENSG00000116132.12,PRRX1,ENSG00000066468.24,FGFR2,199,STRING
ENSG00000116132.12,PRRX1,ENSG00000183734.5,ASCL2,197,STRING
ENSG00000116132.12,PRRX1,ENSG00000053918.20,KCNQ1,208,STRING
ENSG00000116132.12,PRRX1,ENSG00000110713.18,NUP98,842,STRING
ENSG00000116132.12,PRRX1,ENSG00000166341.9,DCHS1,188,STRING
ENSG00000116132.12,PRRX1,ENSG00000110693.19,SOX6,243,STRING
ENSG00000116132.12,PRRX1,ENSG00000166788.10,SAAL1,1000,HuRI
ENSG00000116132.12,PRRX1,ENSG00000176971.4,FIBIN,225,STRING
ENSG00000116132.12,PRRX1,ENSG00000131808.11,FSHB,161,STRING
ENSG00000116132.12,PRRX1,ENSG00000285283.1,,165,STRING
ENSG00000116132.12,PRRX1,ENSG00000026508.21,CD44,307,STRING
ENSG00000116132.12,PRRX1,ENSG00000255223.5,OR5M11,200,STRING
ENSG00000116132.12,PRRX1,ENSG00000168056.18,LTBP3,204,STRING
ENSG00000116132.12,PRRX1,ENSG00000174807.4,CD248,348,STRING
ENSG00000116132.12,PRRX1,ENSG00000174576.11,NPAS4,307,STRING
ENSG00000116132.12,PRRX1,ENSG00000162337.12,LRP5,161,STRING
ENSG00000116132.12,PRRX1,ENSG00000075388.4,FGF4,229,STRING
ENSG00000116132.12,PRRX1,ENSG00000186895.4,FGF3,204,STRING
ENSG00000116132.12,PRRX1,ENSG00000175538.11,KCNE3,165,STRING
ENSG00000116132.12,PRRX1,ENSG00000134640.3,MTNR1B,224,STRING
ENSG00000116132.12,PRRX1,ENSG00000165895.19,ARHGAP42,315,STRING
ENSG00000116132.12,PRRX1,ENSG00000137745.13,MMP13,232,STRING
ENSG00000116132.12,PRRX1,ENSG00000178105.12,DDX10,658,STRING
ENSG00000116132.12,PRRX1,ENSG00000149575.9,SCN2B,168,STRING
ENSG00000116132.12,PRRX1,ENSG00000076706.17,MCAM,324,STRING
ENSG00000116132.12,PRRX1,ENSG00000154096.14,THY1,361,STRING
ENSG00000116132.12,PRRX1,ENSG00000134954.14,ETS1,234,STRING
ENSG00000116132.12,PRRX1,ENSG00000073614.13,KDM5A,162,STRING
ENSG00000116132.12,PRRX1,ENSG00000151067.23,CACNA1C,175,STRING
ENSG00000116132.12,PRRX1,ENSG00000010610.10,CD4,153,STRING
ENSG00000116132.12,PRRX1,ENSG00000111704.11,NANOG,159,STRING
ENSG00000116132.12,PRRX1,ENSG00000197614.11,MFAP5,263,STRING
ENSG00000116132.12,PRRX1,ENSG00000111341.10,MGP,170,STRING
ENSG00000116132.12,PRRX1,ENSG00000139155.9,SLCO1C1,183,STRING
ENSG00000116132.12,PRRX1,ENSG00000111700.13,SLCO1B3,160,STRING
ENSG00000116132.12,PRRX1,ENSG00000257046.5,SLCO1B3-SLCO1B7,160,STRING
ENSG00000116132.12,PRRX1,ENSG00000134538.3,SLCO1B1,160,STRING
ENSG00000116132.12,PRRX1,ENSG00000084453.17,SLCO1A2,211,STRING
ENSG00000116132.12,PRRX1,ENSG00000087494.16,PTHLH,273,STRING
ENSG00000116132.12,PRRX1,ENSG00000185610.6,DBX2,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000169884.14,WNT10B,155,STRING
ENSG00000116132.12,PRRX1,ENSG00000125084.13,WNT1,216,STRING
ENSG00000116132.12,PRRX1,ENSG00000139549.4,DHH,164,STRING
ENSG00000116132.12,PRRX1,ENSG00000139567.14,ACVRL1,222,STRING
ENSG00000116132.12,PRRX1,ENSG00000135503.13,ACVR1B,174,STRING
ENSG00000116132.12,PRRX1,ENSG00000123364.5,HOXC13,617,STRING
ENSG00000116132.12,PRRX1,ENSG00000197757.8,HOXC6,269,STRING
ENSG00000116132.12,PRRX1,ENSG00000123374.11,CDK2,174,STRING
ENSG00000116132.12,PRRX1,ENSG00000139531.13,SUOX,1000,HuRI
ENSG00000116132.12,PRRX1,ENSG00000149948.14,HMGA2,169,STRING
ENSG00000116132.12,PRRX1,ENSG00000139292.13,LGR5,280,STRING
ENSG00000116132.12,PRRX1,ENSG00000049130.16,KITLG,220,STRING
ENSG00000116132.12,PRRX1,ENSG00000083782.8,EPYC,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000139329.5,LUM,448,STRING
ENSG00000116132.12,PRRX1,ENSG00000011465.18,DCN,315,STRING
ENSG00000116132.12,PRRX1,ENSG00000120820.13,GLT8D2,395,STRING
ENSG00000116132.12,PRRX1,ENSG00000111249.14,CUX2,321,STRING
ENSG00000116132.12,PRRX1,ENSG00000204842.18,ATXN2,208,STRING
ENSG00000116132.12,PRRX1,ENSG00000122965.11,RBM19,175,STRING
ENSG00000116132.12,PRRX1,ENSG00000135100.19,HNF1A,231,STRING
ENSG00000116132.12,PRRX1,ENSG00000102678.7,FGF9,258,STRING
ENSG00000116132.12,PRRX1,ENSG00000122025.15,FLT3,187,STRING
ENSG00000116132.12,PRRX1,ENSG00000102755.13,FLT1,203,STRING
ENSG00000116132.12,PRRX1,ENSG00000187676.8,B3GLCT,197,STRING
ENSG00000116132.12,PRRX1,ENSG00000133110.15,POSTN,574,STRING
ENSG00000116132.12,PRRX1,ENSG00000150907.10,FOXO1,193,STRING
ENSG00000116132.12,PRRX1,ENSG00000136108.15,CKAP2,155,STRING
ENSG00000116132.12,PRRX1,ENSG00000183098.12,GPC6,152,STRING
ENSG00000116132.12,PRRX1,ENSG00000043355.12,ZIC2,172,STRING
ENSG00000116132.12,PRRX1,ENSG00000187498.17,COL4A1,229,STRING
ENSG00000116132.12,PRRX1,ENSG00000134871.20,COL4A2,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000183087.15,GAS6,190,STRING
ENSG00000116132.12,PRRX1,ENSG00000100968.14,NFATC4,296,STRING
ENSG00000116132.12,PRRX1,ENSG00000176165.13,FOXG1,193,STRING
ENSG00000116132.12,PRRX1,ENSG00000136327.7,NKX2-8,171,STRING
ENSG00000116132.12,PRRX1,ENSG00000129514.8,FOXA1,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000125378.16,BMP4,328,STRING
ENSG00000116132.12,PRRX1,ENSG00000184302.7,SIX6,169,STRING
ENSG00000116132.12,PRRX1,ENSG00000100625.9,SIX4,225,STRING
ENSG00000116132.12,PRRX1,ENSG00000267909.3,CCDC177,195,STRING
ENSG00000116132.12,PRRX1,ENSG00000119681.12,LTBP2,349,STRING
ENSG00000116132.12,PRRX1,ENSG00000119608.15,PROX2,164,STRING
ENSG00000116132.12,PRRX1,ENSG00000119699.8,TGFB3,563,STRING
ENSG00000116132.12,PRRX1,ENSG00000053254.16,FOXN3,181,STRING
ENSG00000116132.12,PRRX1,ENSG00000100697.17,DICER1,161,STRING
ENSG00000116132.12,PRRX1,ENSG00000185559.16,DLK1,288,STRING
ENSG00000116132.12,PRRX1,ENSG00000080823.23,MOK,321,STRING
ENSG00000116132.12,PRRX1,ENSG00000100865.15,CINP,1000,HuRI
ENSG00000116132.12,PRRX1,ENSG00000184916.9,JAG2,152,STRING
ENSG00000116132.12,PRRX1,ENSG00000104059.5,ENTREP2,160,STRING
ENSG00000116132.12,PRRX1,ENSG00000104067.17,TJP1,167,STRING
ENSG00000116132.12,PRRX1,ENSG00000159251.10,ACTC1,175,STRING
ENSG00000116132.12,PRRX1,ENSG00000137801.11,THBS1,331,STRING
ENSG00000116132.12,PRRX1,ENSG00000128917.8,DLL4,188,STRING
ENSG00000116132.12,PRRX1,ENSG00000140285.12,FGF7,352,STRING
ENSG00000116132.12,PRRX1,ENSG00000169856.9,ONECUT1,302,STRING
ENSG00000116132.12,PRRX1,ENSG00000128918.15,ALDH1A2,161,STRING
ENSG00000116132.12,PRRX1,ENSG00000103671.10,TRIP4,185,STRING
ENSG00000116132.12,PRRX1,ENSG00000138615.6,CILP,262,STRING
ENSG00000116132.12,PRRX1,ENSG00000137809.17,ITGA11,372,STRING
ENSG00000116132.12,PRRX1,ENSG00000166173.11,LARP6,171,STRING
ENSG00000116132.12,PRRX1,ENSG00000138622.4,HCN4,392,STRING
ENSG00000116132.12,PRRX1,ENSG00000129038.16,LOXL1,347,STRING
ENSG00000116132.12,PRRX1,ENSG00000129009.13,ISLR,314,STRING
ENSG00000116132.12,PRRX1,ENSG00000173546.7,CSPG4,283,STRING
ENSG00000116132.12,PRRX1,ENSG00000103888.17,CEMIP,176,STRING
ENSG00000116132.12,PRRX1,ENSG00000157766.19,ACAN,266,STRING
ENSG00000116132.12,PRRX1,ENSG00000140534.14,TICRR,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000166819.12,PLIN1,219,STRING
ENSG00000116132.12,PRRX1,ENSG00000166823.6,MESP1,155,STRING
ENSG00000116132.12,PRRX1,ENSG00000188095.6,MESP2,168,STRING
ENSG00000116132.12,PRRX1,ENSG00000140563.16,MCTP2,220,STRING
ENSG00000116132.12,PRRX1,ENSG00000185551.15,NR2F2,260,STRING
ENSG00000116132.12,PRRX1,ENSG00000184254.18,ALDH1A3,156,STRING
ENSG00000116132.12,PRRX1,ENSG00000005513.11,SOX8,279,STRING
ENSG00000116132.12,PRRX1,ENSG00000133392.19,MYH11,264,STRING
ENSG00000116132.12,PRRX1,ENSG00000103310.11,ZP2,187,STRING
ENSG00000116132.12,PRRX1,ENSG00000166501.14,PRKCB,170,STRING
ENSG00000116132.12,PRRX1,ENSG00000255439.6,,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000140682.19,TGFB1I1,305,STRING
ENSG00000116132.12,PRRX1,ENSG00000102935.12,ZNF423,244,STRING
ENSG00000116132.12,PRRX1,ENSG00000177508.12,IRX3,335,STRING
ENSG00000116132.12,PRRX1,ENSG00000176842.16,IRX5,286,STRING
ENSG00000116132.12,PRRX1,ENSG00000140937.14,CDH11,388,STRING
ENSG00000116132.12,PRRX1,ENSG00000179776.20,CDH5,266,STRING
ENSG00000116132.12,PRRX1,ENSG00000103067.14,ESRP2,159,STRING
ENSG00000116132.12,PRRX1,ENSG00000039068.20,CDH1,438,STRING
ENSG00000116132.12,PRRX1,ENSG00000178573.7,MAF,207,STRING
ENSG00000116132.12,PRRX1,ENSG00000103241.7,FOXF1,351,STRING
ENSG00000116132.12,PRRX1,ENSG00000176678.6,FOXL1,152,STRING
ENSG00000116132.12,PRRX1,ENSG00000225614.4,ZNF469,206,STRING
ENSG00000116132.12,PRRX1,ENSG00000185669.6,SNAI3,216,STRING
ENSG00000116132.12,PRRX1,ENSG00000141252.21,VPS53,241,STRING
ENSG00000116132.12,PRRX1,ENSG00000167695.15,TLCD3A,281,STRING
ENSG00000116132.12,PRRX1,ENSG00000186532.12,SMYD4,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000177374.13,HIC1,165,STRING
ENSG00000116132.12,PRRX1,ENSG00000040633.13,PHF23,516,STRING
ENSG00000116132.12,PRRX1,ENSG00000141510.19,TP53,261,STRING
ENSG00000116132.12,PRRX1,ENSG00000166482.12,MFAP4,171,STRING
ENSG00000116132.12,PRRX1,ENSG00000141736.14,ERBB2,167,STRING
ENSG00000116132.12,PRRX1,ENSG00000094804.12,CDC6,261,STRING
ENSG00000116132.12,PRRX1,ENSG00000141756.20,FKBP10,429,STRING
ENSG00000116132.12,PRRX1,ENSG00000180340.7,FZD2,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000158955.11,WNT9B,212,STRING
ENSG00000116132.12,PRRX1,ENSG00000259207.10,ITGB3,153,STRING
ENSG00000116132.12,PRRX1,ENSG00000005243.10,COPZ2,447,STRING
ENSG00000116132.12,PRRX1,ENSG00000159184.8,HOXB13,662,STRING
ENSG00000116132.12,PRRX1,ENSG00000064300.9,NGFR,204,STRING
ENSG00000116132.12,PRRX1,ENSG00000108924.14,HLF,245,STRING
ENSG00000116132.12,PRRX1,ENSG00000121075.11,TBX4,317,STRING
ENSG00000116132.12,PRRX1,ENSG00000261371.6,PECAM1,283,STRING
ENSG00000116132.12,PRRX1,ENSG00000154258.17,ABCA9,164,STRING
ENSG00000116132.12,PRRX1,ENSG00000125398.8,SOX9,540,STRING
ENSG00000116132.12,PRRX1,ENSG00000035862.13,TIMP2,286,STRING
ENSG00000116132.12,PRRX1,ENSG00000158270.12,COLEC12,208,STRING
ENSG00000116132.12,PRRX1,ENSG00000154856.13,APCDD1,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000141448.11,GATA6,294,STRING
ENSG00000116132.12,PRRX1,ENSG00000170558.10,CDH2,449,STRING
ENSG00000116132.12,PRRX1,ENSG00000119547.6,ONECUT2,223,STRING
ENSG00000116132.12,PRRX1,ENSG00000071991.9,CDH19,173,STRING
ENSG00000116132.12,PRRX1,ENSG00000131196.18,NFATC1,170,STRING
ENSG00000116132.12,PRRX1,ENSG00000070388.12,FGF22,261,STRING
ENSG00000116132.12,PRRX1,ENSG00000125651.14,GTF2F1,248,STRING
ENSG00000116132.12,PRRX1,ENSG00000142449.13,FBN3,176,STRING
ENSG00000116132.12,PRRX1,ENSG00000080573.7,COL5A3,182,STRING
ENSG00000116132.12,PRRX1,ENSG00000130816.17,DNMT1,188,STRING
ENSG00000116132.12,PRRX1,ENSG00000130176.8,CNN1,152,STRING
ENSG00000116132.12,PRRX1,ENSG00000102575.14,ACP5,154,STRING
ENSG00000116132.12,PRRX1,ENSG00000105011.9,ASF1B,247,STRING
ENSG00000116132.12,PRRX1,ENSG00000127528.6,KLF2,190,STRING
ENSG00000116132.12,PRRX1,ENSG00000105656.13,ELL,186,STRING
ENSG00000116132.12,PRRX1,ENSG00000213096.11,ZNF254,181,STRING
ENSG00000116132.12,PRRX1,ENSG00000245848.3,CEBPA,201,STRING
ENSG00000116132.12,PRRX1,ENSG00000004776.13,HSPB6,179,STRING
ENSG00000116132.12,PRRX1,ENSG00000275395.7,FCGBP,160,STRING
ENSG00000116132.12,PRRX1,ENSG00000090006.18,LTBP4,166,STRING
ENSG00000116132.12,PRRX1,ENSG00000167601.12,AXL,182,STRING
ENSG00000116132.12,PRRX1,ENSG00000142025.16,DMRTC2,210,STRING
ENSG00000116132.12,PRRX1,ENSG00000130203.10,APOE,162,STRING
ENSG00000116132.12,PRRX1,ENSG00000170608.3,FOXA3,152,STRING
ENSG00000116132.12,PRRX1,ENSG00000125878.7,TCF15,178,STRING
ENSG00000116132.12,PRRX1,ENSG00000125845.7,BMP2,264,STRING
ENSG00000116132.12,PRRX1,ENSG00000101384.12,JAG1,221,STRING
ENSG00000116132.12,PRRX1,ENSG00000125813.15,PAX1,278,STRING
ENSG00000116132.12,PRRX1,ENSG00000125798.15,FOXA2,360,STRING
ENSG00000116132.12,PRRX1,ENSG00000125810.11,CD93,158,STRING
ENSG00000116132.12,PRRX1,ENSG00000088320.4,REM1,179,STRING
ENSG00000116132.12,PRRX1,ENSG00000088305.19,DNMT3B,150,STRING
ENSG00000116132.12,PRRX1,ENSG00000125965.9,GDF5,308,STRING
ENSG00000116132.12,PRRX1,ENSG00000118707.11,TGIF2,174,STRING
ENSG00000116132.12,PRRX1,ENSG00000197122.13,SRC,172,STRING
ENSG00000116132.12,PRRX1,ENSG00000149633.12,KIAA1755,205,STRING
ENSG00000116132.12,PRRX1,ENSG00000198900.7,TOP1,402,STRING
ENSG00000116132.12,PRRX1,ENSG00000101076.20,HNF4A,184,STRING
ENSG00000116132.12,PRRX1,ENSG00000100979.15,PLTP,177,STRING
ENSG00000116132.12,PRRX1,ENSG00000100985.7,MMP9,175,STRING
ENSG00000116132.12,PRRX1,ENSG00000124212.6,PTGIS,240,STRING
ENSG00000116132.12,PRRX1,ENSG00000172216.7,CEBPB,164,STRING
ENSG00000116132.12,PRRX1,ENSG00000101115.13,SALL4,271,STRING
ENSG00000116132.12,PRRX1,ENSG00000022277.13,RTF2,165,STRING
ENSG00000116132.12,PRRX1,ENSG00000213714.1,FAM209B,165,STRING
ENSG00000116132.12,PRRX1,ENSG00000101146.13,RAE1,416,STRING
ENSG00000116132.12,PRRX1,ENSG00000092758.18,COL9A3,205,STRING
ENSG00000116132.12,PRRX1,ENSG00000203883.7,SOX18,150,STRING
ENSG00000116132.12,PRRX1,ENSG00000154736.6,ADAMTS5,274,STRING
ENSG00000116132.12,PRRX1,ENSG00000159197.5,KCNE2,180,STRING
ENSG00000116132.12,PRRX1,ENSG00000182871.16,COL18A1,151,STRING
ENSG00000116132.12,PRRX1,ENSG00000142156.16,COL6A1,408,STRING
ENSG00000116132.12,PRRX1,ENSG00000142173.17,COL6A2,422,STRING
ENSG00000116132.12,PRRX1,ENSG00000184058.16,TBX1,181,STRING
ENSG00000116132.12,PRRX1,ENSG00000100234.12,TIMP3,369,STRING
ENSG00000116132.12,PRRX1,ENSG00000100097.12,LGALS1,155,STRING
